Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
34.0,33924,39538,793,17,4,24.33,36,0.32,PhD,Part-time,Single,No,Yes,Business,No,1
64.0,135720,244605,612,98,3,15.24,36,0.52,Master's,Self-employed,Married,Yes,No,Home,No,0
23.0,30885,147297,417,6,4,20.64,24,0.45,PhD,Part-time,Divorced,No,No,Auto,Yes,1
50.0,36934,147161,433,7,3,24.54,24,0.29,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
50.0,115195,207123,559,59,3,21.28,36,0.88,High School,Part-time,Single,No,No,Business,Yes,1
32.0,64973,18372,481,88,1,14.11,60,0.51,Bachelor's,Self-employed,Divorced,No,No,Other,No,0
51.0,58620,51116,377,83,3,12.09,12,0.8,High School,Part-time,Divorced,Yes,Yes,Other,No,1
52.0,70411,193295,825,80,2,7.04,12,0.45,PhD,Self-employed,Divorced,No,No,Auto,No,0
37.0,38373,88780,490,41,3,15.71,12,0.28,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
30.0,34474,90977,739,6,4,17.15,48,0.7,High School,Unemployed,Divorced,No,Yes,Other,No,0
32.0,136567,160401,449,65,1,19.22,12,0.82,Master's,Part-time,Single,Yes,Yes,Auto,No,0
63.0,57531,9954,433,114,1,11.1,36,0.13,High School,Unemployed,Married,No,No,Other,Yes,0
58.0,98493,87786,495,71,2,11.02,12,0.31,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0
65.0,45078,209509,624,16,4,22.59,36,0.32,PhD,Unemployed,Married,Yes,Yes,Business,Yes,0
47.0,126079,35744,307,48,3,13.5,24,0.77,PhD,Unemployed,Divorced,No,No,Other,Yes,0
27.0,51296,215051,663,110,1,5.57,12,0.11,High School,Part-time,Single,Yes,Yes,Home,Yes,0
22.0,130692,154539,781,81,1,21.42,60,0.58,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
53.0,33657,127392,772,72,3,4.77,60,0.47,Master's,Full-time,Married,Yes,No,Auto,No,0
22.0,77997,157711,509,77,2,19.56,24,0.62,PhD,Full-time,Single,Yes,Yes,Home,Yes,0
32.0,69337,161533,456,31,4,8.9,12,0.86,PhD,Full-time,Single,Yes,No,Business,No,1
21.0,101132,68020,525,39,1,21.7,12,0.82,PhD,Unemployed,Divorced,Yes,Yes,Home,No,1
19.0,132695,132984,360,49,4,7.76,24,0.86,Bachelor's,Unemployed,Single,No,No,Business,No,1
41.0,130440,170835,829,7,1,17.25,12,0.43,High School,Part-time,Single,Yes,Yes,Auto,Yes,1
30.0,124096,22099,465,29,1,20.01,48,0.23,PhD,Full-time,Divorced,No,Yes,Auto,No,1
43.0,18020,182677,779,12,1,21.98,36,0.28,Bachelor's,Unemployed,Divorced,No,No,Home,No,1
19.0,44942,174008,368,50,4,14.23,60,0.21,High School,Part-time,Single,No,Yes,Other,No,1
21.0,100499,81766,693,42,2,24.52,36,0.34,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
30.0,99390,183571,847,59,2,17.24,36,0.89,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
62.0,69895,122167,564,30,1,2.15,36,0.83,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
62.0,104638,241304,751,75,4,22.87,24,0.7,Master's,Self-employed,Single,No,Yes,Auto,No,0
22.0,55994,162377,481,38,2,23.67,36,0.83,PhD,Unemployed,Single,No,No,Auto,No,1
55.0,148640,168898,302,33,1,3.96,60,0.79,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,0
37.0,17972,122145,684,113,3,21.2,60,0.79,Master's,Self-employed,Married,No,Yes,Auto,No,0
37.0,59051,166513,355,11,1,16.77,36,0.75,PhD,Self-employed,Divorced,No,Yes,Home,Yes,1
44.0,46009,128607,499,41,1,9.53,48,0.41,Master's,Part-time,Married,Yes,Yes,Home,Yes,0
62.0,75171,190354,342,2,2,22.53,24,0.77,PhD,Unemployed,Married,Yes,No,Home,Yes,0
38.0,30744,147824,846,37,2,18.77,24,0.33,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
20.0,111644,231164,401,20,4,3.71,24,0.61,PhD,Full-time,Married,Yes,Yes,Other,No,0
31.0,146051,197030,340,96,2,21.7,48,0.87,Master's,Unemployed,Divorced,Yes,No,Other,Yes,0
47.0,50293,72060,370,30,3,7.5,24,0.37,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,1
19.0,37182,187450,652,21,4,24.97,48,0.44,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,1
48.0,95856,116989,436,3,2,20.68,60,0.41,High School,Unemployed,Divorced,Yes,No,Auto,Yes,1
30.0,129143,240298,531,46,2,20.31,24,0.3,High School,Full-time,Married,No,Yes,Business,No,1
56.0,92435,224511,580,88,4,22.06,36,0.73,High School,Part-time,Single,No,No,Auto,No,0
42.0,79614,36903,608,46,3,8.67,24,0.79,Bachelor's,Full-time,Married,No,No,Home,No,0
35.0,34360,233676,699,42,2,7.3,24,0.46,High School,Self-employed,Single,No,Yes,Other,No,1
49.0,76490,60569,601,83,3,23.66,60,0.14,Master's,Full-time,Married,No,Yes,Home,No,0
61.0,103356,21077,585,94,1,12.15,12,0.52,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
33.0,50000,128527,368,115,2,8.15,60,0.42,PhD,Part-time,Single,No,Yes,Other,No,0
30.0,146530,88172,569,3,2,8.95,60,0.21,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
35.0,64872,160501,351,57,3,11.01,24,0.88,Bachelor's,Self-employed,Married,No,No,Education,No,1
22.0,92946,61947,336,114,2,9.47,12,0.46,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,1
32.0,109544,40141,788,53,1,22.17,36,0.84,High School,Full-time,Divorced,No,No,Auto,No,1
50.0,49192,19412,427,92,4,24.09,12,0.21,Master's,Part-time,Single,Yes,No,Education,Yes,1
34.0,85822,185911,455,44,2,4.37,60,0.86,Master's,Full-time,Divorced,No,Yes,Other,No,0
64.0,144268,21644,688,84,4,14.96,36,0.6,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
30.0,83342,67458,514,39,3,8.32,24,0.31,High School,Part-time,Married,Yes,No,Auto,No,0
67.0,79824,249558,301,34,1,12.49,60,0.32,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
50.0,136096,17839,835,26,3,20.97,36,0.6,High School,Part-time,Single,Yes,Yes,Education,No,0
45.0,67796,68070,345,83,3,23.03,60,0.42,Master's,Full-time,Married,No,Yes,Education,No,0
30.0,17594,240283,436,26,4,8.29,60,0.51,High School,Self-employed,Divorced,No,No,Auto,No,1
44.0,20097,199412,581,71,1,4.32,60,0.47,PhD,Part-time,Single,Yes,No,Other,No,0
19.0,117634,111668,697,15,3,22.42,60,0.54,High School,Unemployed,Divorced,No,No,Other,No,1
56.0,137230,58205,401,69,4,7.34,60,0.53,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,1
22.0,133137,244171,638,8,4,20.84,24,0.56,High School,Full-time,Single,No,No,Home,No,0
18.0,41174,144234,552,100,2,9.35,48,0.71,PhD,Full-time,Single,Yes,Yes,Auto,No,0
64.0,76427,154858,421,2,4,21.11,60,0.88,PhD,Unemployed,Single,No,Yes,Business,No,1
39.0,82684,184624,477,94,3,14.22,24,0.45,Bachelor's,Full-time,Single,No,Yes,Business,No,1
30.0,35872,216284,783,48,3,11.95,24,0.51,High School,Part-time,Married,Yes,Yes,Other,Yes,1
43.0,39747,39153,793,84,2,13.13,24,0.47,High School,Part-time,Married,Yes,Yes,Auto,Yes,0
63.0,79524,53144,622,96,1,8.59,48,0.82,High School,Full-time,Single,Yes,No,Auto,No,0
45.0,79822,182274,614,5,2,22.86,12,0.21,High School,Part-time,Married,No,Yes,Education,No,1
32.0,126940,132121,511,89,1,8.91,24,0.88,Bachelor's,Unemployed,Single,Yes,No,Home,No,1
67.0,50978,63107,717,91,2,5.93,12,0.81,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
69.0,103146,164955,590,78,3,14.94,12,0.87,PhD,Part-time,Divorced,No,No,Home,No,0
54.0,105113,212154,763,73,1,6.88,12,0.8,High School,Self-employed,Divorced,No,No,Other,Yes,0
22.0,40405,72070,421,83,3,24.08,12,0.12,PhD,Part-time,Single,Yes,Yes,Home,No,0
43.0,29170,245564,386,0,4,3.26,24,0.58,Master's,Unemployed,Divorced,No,Yes,Other,No,1
25.0,85899,119322,399,17,2,22.61,60,0.7,Bachelor's,Part-time,Married,Yes,No,Education,Yes,1
51.0,70361,217328,660,105,4,21.32,12,0.86,Master's,Full-time,Single,No,Yes,Business,No,0
47.0,85638,5346,430,81,4,14.93,60,0.84,PhD,Unemployed,Married,Yes,No,Other,Yes,0
31.0,100503,28282,483,26,2,15.27,48,0.63,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
45.0,103052,102933,477,56,4,18.06,36,0.82,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0
26.0,36672,244256,726,4,3,22.3,24,0.79,Master's,Unemployed,Single,No,No,Education,Yes,1
62.0,96527,213256,362,3,2,19.12,36,0.42,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,1
26.0,34828,186799,681,27,1,21.93,48,0.51,Master's,Full-time,Divorced,No,No,Business,Yes,1
23.0,103127,120998,754,92,4,11.27,48,0.67,PhD,Part-time,Divorced,Yes,No,Other,No,1
35.0,82397,204724,319,24,1,4.77,12,0.17,High School,Self-employed,Married,Yes,No,Education,No,0
18.0,111224,69081,488,107,3,18.55,36,0.35,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
22.0,95946,98488,662,61,1,18.91,12,0.43,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
56.0,58577,156806,536,27,2,11.8,60,0.67,High School,Self-employed,Married,No,Yes,Other,No,0
58.0,32661,240140,599,80,4,19.67,60,0.5,High School,Part-time,Married,No,Yes,Business,Yes,1
32.0,146448,60523,722,114,1,12.62,36,0.82,Master's,Self-employed,Single,Yes,No,Auto,Yes,0
33.0,131438,145665,328,93,3,10.65,60,0.4,High School,Full-time,Divorced,No,Yes,Auto,Yes,0
48.0,30858,177356,367,81,2,17.36,48,0.73,High School,Part-time,Divorced,Yes,Yes,Home,Yes,1
54.0,102934,143028,794,104,1,2.88,48,0.32,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
20.0,118627,34255,635,85,1,21.16,24,0.84,Bachelor's,Part-time,Divorced,No,No,Business,No,1
68.0,78010,86905,497,50,1,4.67,48,0.73,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
46.0,141966,75161,808,56,1,2.04,36,0.64,Master's,Part-time,Single,Yes,No,Education,No,0
37.0,114956,151712,436,72,1,14.0,24,0.27,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
18.0,130403,58208,644,69,2,21.05,36,0.11,Master's,Unemployed,Married,No,Yes,Education,Yes,0
34.0,149429,35242,845,19,4,24.06,48,0.25,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
51.0,135007,118762,491,14,4,8.5,12,0.79,PhD,Self-employed,Single,No,No,Home,No,0
28.0,63017,202110,714,57,2,15.11,12,0.28,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,1
29.0,126430,128506,319,52,1,16.74,48,0.86,Bachelor's,Unemployed,Married,No,Yes,Other,No,1
35.0,15186,95494,685,60,4,18.47,60,0.66,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
64.0,16127,66531,413,70,1,12.04,60,0.5,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
55.0,43070,202672,435,9,4,11.87,24,0.54,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
19.0,61836,90819,332,9,4,6.33,24,0.69,Master's,Unemployed,Married,Yes,Yes,Auto,No,1
55.0,98649,46660,522,0,2,20.28,60,0.23,Master's,Full-time,Divorced,Yes,No,Business,No,1
30.0,83740,101249,448,12,4,8.77,36,0.19,Bachelor's,Part-time,Married,Yes,No,Education,No,0
27.0,18201,201281,313,1,4,16.34,24,0.23,Master's,Full-time,Divorced,No,No,Education,No,1
24.0,93500,235883,372,10,3,15.1,48,0.8,PhD,Part-time,Single,No,No,Education,Yes,1
46.0,69081,233886,516,44,3,20.03,36,0.41,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
52.0,147606,197692,542,57,2,20.53,24,0.21,High School,Unemployed,Married,No,No,Education,Yes,1
69.0,64692,30038,696,100,1,20.34,36,0.45,Master's,Self-employed,Single,No,No,Business,No,0
28.0,61044,170700,507,111,4,19.7,48,0.72,Master's,Self-employed,Divorced,No,No,Home,Yes,1
28.0,78277,145024,629,92,2,6.35,12,0.2,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
64.0,61557,125203,513,56,2,17.59,36,0.53,Master's,Self-employed,Divorced,Yes,No,Business,No,0
62.0,80213,108586,526,61,4,24.62,24,0.55,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
20.0,41251,121985,789,112,4,16.48,60,0.68,High School,Self-employed,Single,No,Yes,Business,No,1
22.0,80209,221444,361,1,3,20.08,60,0.81,PhD,Self-employed,Single,Yes,No,Home,No,1
42.0,34693,244385,312,22,1,14.74,48,0.73,High School,Full-time,Divorced,Yes,No,Auto,Yes,1
34.0,115375,102829,455,31,4,22.58,60,0.67,Bachelor's,Part-time,Divorced,Yes,Yes,Other,No,1
43.0,75602,199420,495,107,1,9.87,36,0.25,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,0
56.0,45761,241645,466,67,3,22.87,48,0.87,Bachelor's,Unemployed,Single,Yes,No,Home,No,1
28.0,139630,173977,565,104,4,13.28,24,0.48,Bachelor's,Full-time,Single,Yes,No,Education,No,0
57.0,116578,155312,774,72,1,19.16,48,0.74,Bachelor's,Full-time,Divorced,Yes,No,Education,No,1
66.0,129344,102173,763,83,2,2.95,24,0.68,Bachelor's,Part-time,Married,No,No,Education,Yes,0
45.0,44466,75330,571,17,4,4.86,12,0.23,High School,Full-time,Married,No,Yes,Other,Yes,0
38.0,70824,210401,556,6,1,14.99,60,0.73,PhD,Part-time,Married,No,No,Other,Yes,1
56.0,100308,85557,509,106,1,19.72,36,0.58,Bachelor's,Unemployed,Divorced,No,No,Home,No,1
35.0,56472,13643,568,63,4,4.54,36,0.44,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
34.0,60027,108475,720,74,4,13.31,60,0.74,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
63.0,65240,121607,535,32,3,7.91,12,0.32,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
59.0,60794,245403,689,35,3,7.37,24,0.3,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
30.0,71658,28092,624,66,3,10.34,36,0.22,PhD,Full-time,Married,No,Yes,Auto,Yes,1
68.0,118311,121433,343,59,4,14.38,36,0.55,High School,Full-time,Single,No,No,Other,Yes,1
41.0,102164,117605,518,67,4,13.79,36,0.35,PhD,Self-employed,Single,Yes,No,Other,Yes,1
25.0,34612,171527,804,72,1,23.0,36,0.71,Master's,Part-time,Divorced,Yes,No,Home,No,1
42.0,77341,40788,497,104,3,18.83,12,0.9,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,1
52.0,67598,118356,737,110,1,3.1,48,0.37,High School,Full-time,Married,Yes,Yes,Auto,No,0
43.0,101436,107280,318,37,4,21.01,48,0.71,High School,Self-employed,Married,Yes,Yes,Business,No,0
54.0,132914,180482,525,29,1,13.18,48,0.4,High School,Unemployed,Divorced,Yes,No,Auto,No,1
67.0,147084,30256,320,28,2,9.36,24,0.19,Master's,Part-time,Single,Yes,No,Business,No,0
29.0,91254,129014,539,90,4,17.97,12,0.61,PhD,Unemployed,Married,No,Yes,Other,No,0
28.0,91275,177414,585,49,3,10.02,24,0.9,High School,Unemployed,Divorced,Yes,No,Home,Yes,0
33.0,126293,104829,608,7,1,16.85,36,0.86,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
27.0,17526,39783,559,10,1,2.51,36,0.38,Master's,Self-employed,Married,Yes,Yes,Home,Yes,1
29.0,42212,120635,706,38,2,16.79,12,0.79,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,1
60.0,137693,66265,501,43,2,3.18,12,0.73,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
28.0,49128,45430,644,40,1,14.63,60,0.44,PhD,Unemployed,Single,No,No,Other,No,1
41.0,109614,110519,745,103,2,9.81,24,0.39,High School,Full-time,Divorced,No,Yes,Business,No,1
30.0,27113,27694,410,52,4,7.18,36,0.73,PhD,Part-time,Married,Yes,No,Other,Yes,1
29.0,74382,171933,572,60,4,24.27,12,0.37,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
58.0,56072,70716,709,65,2,11.53,36,0.39,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
68.0,125660,234563,495,27,4,7.65,12,0.53,Master's,Part-time,Single,Yes,No,Home,No,0
60.0,30021,139151,515,17,4,22.48,48,0.27,PhD,Unemployed,Divorced,No,No,Education,Yes,1
30.0,147542,133655,819,87,4,19.82,12,0.44,High School,Full-time,Single,No,No,Auto,No,1
36.0,83168,41743,477,100,4,13.55,12,0.23,PhD,Full-time,Divorced,No,No,Auto,Yes,0
22.0,67917,111208,312,1,4,24.7,12,0.79,Master's,Unemployed,Married,No,No,Business,No,1
41.0,137159,148620,414,31,4,8.54,12,0.9,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
23.0,38227,138283,530,64,1,20.04,36,0.17,High School,Full-time,Single,No,Yes,Home,No,1
37.0,111191,245178,574,19,3,20.56,12,0.1,High School,Unemployed,Married,No,Yes,Home,No,1
63.0,36419,186748,824,76,1,22.59,24,0.32,Master's,Full-time,Single,No,No,Business,Yes,0
27.0,50164,87500,424,83,3,24.8,24,0.69,Master's,Unemployed,Single,No,No,Education,No,1
54.0,69982,166578,815,107,2,3.68,60,0.72,PhD,Unemployed,Divorced,No,No,Business,Yes,0
28.0,100111,236453,675,55,4,20.99,24,0.35,High School,Self-employed,Divorced,Yes,No,Auto,No,1
19.0,96364,170415,632,40,2,13.61,60,0.32,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
28.0,118332,7618,704,14,2,22.23,48,0.39,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0
42.0,124192,96853,844,0,1,4.87,60,0.87,High School,Unemployed,Divorced,No,No,Business,No,0
53.0,100066,127606,726,52,2,22.1,48,0.76,High School,Full-time,Married,No,Yes,Education,Yes,0
28.0,76285,153485,568,63,1,10.53,48,0.7,PhD,Unemployed,Married,No,No,Other,No,0
40.0,61622,6801,549,47,1,12.13,48,0.55,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
31.0,52403,186098,586,24,4,7.98,12,0.19,High School,Unemployed,Divorced,Yes,Yes,Home,No,1
22.0,36322,142016,835,14,4,21.39,36,0.36,Master's,Part-time,Married,Yes,Yes,Other,No,1
47.0,119481,247819,590,92,2,23.05,12,0.52,Bachelor's,Full-time,Single,No,No,Business,Yes,0
67.0,128001,196623,428,100,2,16.44,24,0.22,Master's,Unemployed,Single,No,No,Education,No,1
68.0,77086,32568,552,114,4,23.48,12,0.29,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
42.0,48091,247366,341,61,4,20.76,12,0.56,Bachelor's,Full-time,Single,Yes,No,Business,No,1
28.0,15324,146221,431,37,2,18.36,12,0.65,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
18.0,45981,153360,770,44,4,3.56,12,0.29,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,1
18.0,96516,144087,350,66,2,11.4,24,0.16,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,1
22.0,27131,226291,746,83,1,21.71,12,0.49,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1
69.0,52753,239656,532,9,4,19.33,60,0.41,Bachelor's,Full-time,Married,No,No,Business,Yes,0
34.0,130675,243689,440,47,1,3.71,12,0.89,Bachelor's,Part-time,Single,No,Yes,Other,Yes,0
46.0,49422,230789,561,79,3,4.85,48,0.35,Master's,Self-employed,Single,Yes,Yes,Home,No,0
31.0,80245,18678,312,101,4,5.97,36,0.35,High School,Full-time,Married,No,Yes,Other,No,0
48.0,23585,135490,665,19,4,2.35,48,0.21,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
46.0,24952,79426,663,1,3,20.05,24,0.14,High School,Unemployed,Divorced,No,Yes,Other,No,1
51.0,141513,232315,365,70,1,13.69,60,0.22,High School,Unemployed,Divorced,Yes,No,Auto,Yes,1
59.0,132686,137164,455,15,4,23.56,48,0.75,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
61.0,28157,226458,436,4,4,7.09,24,0.78,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0
34.0,144981,135374,804,106,3,24.7,60,0.42,PhD,Self-employed,Divorced,No,No,Auto,No,1
37.0,104713,31477,470,18,2,19.96,12,0.85,High School,Self-employed,Married,No,No,Education,No,1
34.0,118064,70737,599,96,4,23.48,60,0.7,Bachelor's,Self-employed,Single,Yes,No,Other,No,1
46.0,120871,140135,701,119,1,21.11,24,0.72,PhD,Part-time,Divorced,No,Yes,Home,Yes,0
69.0,106907,209992,456,106,3,10.68,36,0.42,Master's,Full-time,Single,No,Yes,Business,Yes,0
44.0,113801,162723,403,58,2,14.7,12,0.68,High School,Self-employed,Single,Yes,No,Education,No,0
45.0,30806,226170,343,7,1,23.31,60,0.64,Master's,Part-time,Divorced,Yes,No,Home,No,1
64.0,89970,138027,555,1,4,19.77,24,0.34,High School,Full-time,Single,No,No,Other,Yes,1
18.0,89129,116668,641,17,4,24.12,48,0.11,Master's,Self-employed,Single,Yes,No,Education,No,1
21.0,104288,143029,359,27,4,14.49,12,0.17,Master's,Full-time,Divorced,Yes,No,Business,No,1
63.0,47905,171734,672,60,1,18.19,24,0.81,PhD,Self-employed,Married,Yes,Yes,Education,No,0
43.0,36973,120590,577,77,4,3.25,24,0.47,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
40.0,134659,120233,520,7,1,14.84,12,0.49,Master's,Part-time,Divorced,No,Yes,Other,No,1
56.0,72034,65512,705,89,1,20.68,24,0.28,High School,Full-time,Single,Yes,No,Education,No,0
67.0,71093,172264,372,115,1,4.82,36,0.41,Master's,Part-time,Married,Yes,No,Other,Yes,0
46.0,133050,248217,651,49,3,9.39,48,0.19,Bachelor's,Part-time,Single,No,Yes,Other,No,0
33.0,40136,196833,318,52,1,9.2,60,0.45,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,1
35.0,90995,175231,766,20,1,16.31,60,0.35,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
54.0,95998,163490,847,95,3,19.19,12,0.15,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
34.0,75179,195389,662,82,4,11.35,24,0.78,High School,Full-time,Single,No,Yes,Home,No,0
24.0,143797,15462,307,47,2,5.88,48,0.67,Master's,Part-time,Divorced,Yes,No,Auto,Yes,0
53.0,20207,148403,689,94,1,4.4,12,0.5,High School,Part-time,Married,No,Yes,Education,Yes,0
26.0,73928,17341,375,7,1,14.7,24,0.52,PhD,Self-employed,Married,Yes,No,Home,Yes,0
60.0,131343,181981,713,5,3,13.75,36,0.29,Master's,Unemployed,Single,No,No,Business,Yes,1
56.0,73363,232273,405,113,3,11.16,36,0.34,High School,Unemployed,Single,No,Yes,Business,Yes,0
36.0,41164,114919,846,78,1,9.84,24,0.77,High School,Part-time,Divorced,Yes,Yes,Auto,No,1
69.0,25152,72290,516,68,3,15.09,36,0.9,High School,Unemployed,Divorced,No,No,Auto,Yes,1
38.0,113821,156747,349,91,2,3.7,60,0.45,PhD,Self-employed,Single,No,No,Education,Yes,0
68.0,105168,174992,792,15,1,3.44,24,0.19,PhD,Unemployed,Single,No,No,Business,No,0
30.0,57268,66291,512,85,3,22.62,12,0.49,Master's,Unemployed,Single,No,No,Other,Yes,0
32.0,112832,208915,398,39,2,23.3,24,0.11,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
57.0,27737,14638,511,21,1,10.95,60,0.12,High School,Part-time,Divorced,Yes,No,Business,Yes,0
19.0,96550,231637,380,42,4,6.34,12,0.67,PhD,Full-time,Single,Yes,Yes,Other,No,0
40.0,49444,96197,492,45,2,3.69,60,0.3,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,0
25.0,82334,29660,633,104,2,4.88,12,0.87,Master's,Unemployed,Divorced,No,No,Other,Yes,0
64.0,44051,169836,439,92,3,19.38,48,0.47,High School,Unemployed,Single,No,Yes,Business,Yes,0
25.0,19880,195437,499,83,1,6.31,60,0.77,PhD,Full-time,Single,No,Yes,Home,No,1
20.0,91608,182003,582,118,3,6.35,60,0.25,High School,Unemployed,Divorced,No,Yes,Education,No,0
47.0,136729,188359,578,45,3,19.92,12,0.43,Master's,Unemployed,Married,No,No,Business,Yes,0
59.0,126198,243632,459,109,3,21.18,48,0.52,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
48.0,136056,134478,688,106,2,9.19,12,0.39,Bachelor's,Self-employed,Divorced,No,No,Other,No,0
30.0,30326,216842,737,6,4,21.95,24,0.27,Master's,Unemployed,Divorced,Yes,Yes,Other,No,1
38.0,46004,80744,705,54,3,24.62,24,0.31,High School,Part-time,Married,Yes,No,Other,Yes,1
28.0,45978,124331,328,46,2,16.29,48,0.75,High School,Self-employed,Divorced,No,No,Auto,No,1
34.0,119268,7580,377,2,2,18.05,24,0.76,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,1
23.0,42589,163562,588,2,2,19.99,36,0.85,PhD,Full-time,Single,No,No,Education,Yes,0
49.0,127790,235621,672,71,1,14.05,60,0.69,PhD,Part-time,Divorced,Yes,No,Auto,No,1
46.0,39286,116174,369,35,1,10.84,12,0.46,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
53.0,27650,236841,765,38,3,10.32,60,0.82,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
26.0,114265,211647,737,44,1,22.51,12,0.87,PhD,Full-time,Married,Yes,Yes,Business,Yes,0
31.0,85657,88943,454,55,2,17.65,24,0.36,PhD,Unemployed,Divorced,Yes,No,Home,Yes,1
45.0,104945,110557,351,25,1,9.56,60,0.19,Master's,Part-time,Single,Yes,No,Home,Yes,0
18.0,106280,192447,734,79,4,18.43,48,0.14,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
